"Choice","Indicator","Function","Value","Group","Community","Research.Question","Calculation"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Yellow_Pasta","percentage","96.72","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_Yellow_Pasta","","8","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","Median"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Yellow_Pasta","counts","183","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Yellow_Pasta","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"","Q6_9_On_average_what_was_the_volume_of_purchases_of_this_item_from_your_shop_in_the_past_week_Yellow_Pasta","","25","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","Median"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Yellow_Pasta","counts","178","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Yellow_Pasta","percentage","97.27","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Yellow_Pasta","counts","5","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Yellow_Pasta","percentage","2.73","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_Yellow_Pasta","counts","178","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_Yellow_Pasta","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Yellow_Pasta","counts","183","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Yellow_Pasta","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Yellow_Pasta","counts","183","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Yellow_Pasta","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Yellow_Pasta","counts","53","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Yellow_Pasta","percentage","28.96","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Yellow_Pasta","counts","130","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Yellow_Pasta","percentage","71.04","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Yellow_Pasta","counts","9","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Yellow_Pasta","percentage","4.92","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Yellow_Pasta","counts","44","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Yellow_Pasta","percentage","24.04","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Yellow_Pasta","counts","127","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Yellow_Pasta","percentage","69.4","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Yellow_Pasta","counts","3","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Yellow_Pasta","percentage","1.64","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Yellow_Pasta","counts","9","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Yellow_Pasta","percentage","4.92","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Yellow_Pasta","counts","44","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Yellow_Pasta","percentage","24.04","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Yellow_Pasta","counts","80","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Yellow_Pasta","percentage","43.72","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Yellow_Pasta","counts","47","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Yellow_Pasta","percentage","25.68","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Yellow_Pasta","counts","3","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Yellow_Pasta","percentage","1.64","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_1_Do_you_sell_Dried_beige_chickpeas_in_1kg_Dried_beige_chickpeas","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_1_Do_you_sell_Dried_beige_chickpeas_in_1kg_Dried_beige_chickpeas","percentage","0.85","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Dried_beige_chickpeas_in_1kg_Dried_beige_chickpeas","counts","117","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Dried_beige_chickpeas_in_1kg_Dried_beige_chickpeas","percentage","99.15","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Dried_beige_chickpeas","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Dried_beige_chickpeas","percentage","0.85","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Dried_beige_chickpeas","counts","117","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Dried_beige_chickpeas","percentage","99.15","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_Dried_beige_chickpeas","","10","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","Median"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Dried_beige_chickpeas","counts","118","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Dried_beige_chickpeas","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"","Q6_9_On_average_what_was_the_volume_of_purchases_of_this_item_from_your_shop_in_the_past_week_Dried_beige_chickpeas","","35","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","Median"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Dried_beige_chickpeas","counts","97","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Dried_beige_chickpeas","percentage","82.2","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Dried_beige_chickpeas","counts","21","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Dried_beige_chickpeas","percentage","17.8","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Morocco","Q6_11_If_international_please_specify_which_country_Dried_beige_chickpeas","counts","2","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Morocco","Q6_11_If_international_please_specify_which_country_Dried_beige_chickpeas","percentage","2.06","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"other","Q6_11_If_international_please_specify_which_country_Dried_beige_chickpeas","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
